,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFloorSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,AfterWW2
288,289,20,RL,71.0,9819,2,0.0,2,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,3,4,CBlock,3.0,3,1.0,4.0,450,1.0,0,432,882,GasA,3,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,3,5,8,0,0.0,Detchd,1970.0,1.0,1,280,3.0,3.0,3,0,0,0,0,0,0,0.0,4.0,Missing,0,2,2010,WD,Normal,122000,1782,900,0,1.0,1,1,0,0,0,0,1,1
289,290,70,RL,60.0,8730,2,0.0,1,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,698,698,GasA,5,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,3,7,8,0,0.0,Detchd,2003.0,1.0,1,384,3.0,3.0,3,0,0,0,0,259,0,0.0,0.0,Missing,0,7,2007,WD,Normal,153575,2094,1396,259,1.0,1,1,1,0,1,0,1,0
290,291,60,RL,120.0,15611,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,1079,1079,GasA,5,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,4,8,8,1,4.0,Attchd,2006.0,2.0,2,685,4.0,3.0,3,0,51,0,0,0,0,0.0,0.0,Missing,0,7,2006,New,Partial,233230,2998,1919,51,2.5,1,1,1,0,0,1,0,1
291,292,190,RL,55.0,5687,2,1.0,1,3,4,Inside,3,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,3.0,2,1.0,3.0,210,1.0,0,570,780,GasA,5,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,2,9,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,184,0,0,0,0,0.0,0.0,Missing,0,3,2008,WD,Normal,135900,2496,1716,184,3.0,1,0,1,0,1,0,1,0
292,293,50,RL,60.0,11409,2,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,1.0,2.0,292,1.0,0,476,768,GasA,4,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,3,8,6,1,4.0,Attchd,1949.0,1.0,1,281,3.0,3.0,3,0,0,0,0,160,0,0.0,0.0,Missing,0,1,2009,WD,Normal,131000,2484,1716,160,1.5,1,1,1,0,1,0,1,1
293,294,60,RL,80.0,16659,2,0.0,2,4,4,Corner,3,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,3,3,CBlock,3.0,3,1.0,5.0,795,1.0,0,0,795,GasA,2,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,4,9,8,1,3.0,Attchd,1977.0,3.0,2,539,3.0,3.0,3,0,250,0,0,0,0,0.0,0.0,Missing,0,3,2006,WD,Normal,235000,3058,2263,250,3.5,1,1,1,0,1,0,1,1
294,295,20,RL,80.0,9600,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3.0,3,1.0,6.0,1285,1.0,0,131,1416,GasA,3,Y,SBrkr,1644,0,0,1644,1,0,1,0,3,1,3,7,8,2,4.0,Attchd,1953.0,3.0,2,418,3.0,3.0,3,110,0,0,0,0,0,0.0,0.0,Missing,0,10,2009,WD,Normal,167000,3060,1644,0,2.0,1,1,0,0,0,0,1,1
295,296,80,RL,37.0,7937,2,0.0,2,4,4,CulDSac,3,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3,3.0,6.0,819,1.0,0,184,1003,GasA,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,3,6,8,0,0.0,Detchd,1984.0,1.0,2,588,3.0,3.0,3,120,0,0,0,0,0,0.0,5.0,Missing,0,3,2006,WD,Normal,142500,2006,1003,0,2.0,1,1,0,0,0,0,1,1
296,297,50,RM,75.0,13710,2,0.0,1,4,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,420,1.0,0,490,910,GasA,3,Y,FuseA,910,648,0,1558,0,0,1,1,4,1,3,6,8,0,0.0,Attchd,1950.0,1.0,1,282,3.0,3.0,3,289,0,0,0,0,0,0.0,4.0,Missing,0,6,2007,WD,Normal,152000,2468,1558,0,1.5,1,1,0,0,0,0,1,1
297,298,60,FV,66.0,7399,2,2.0,2,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,4,3,PConc,4.0,3,1.0,4.0,649,1.0,0,326,975,GasA,5,Y,SBrkr,975,975,0,1950,0,0,2,1,3,1,4,7,8,1,3.0,Detchd,1997.0,2.0,2,576,3.0,3.0,3,0,10,0,0,198,0,0.0,0.0,Missing,0,6,2007,WD,Normal,239000,2925,1950,208,2.5,1,1,1,0,1,0,1,1
298,299,60,RL,90.0,11700,2,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,4,3,CBlock,3.0,3,1.0,5.0,384,3.0,175,143,702,GasA,4,Y,SBrkr,1041,702,0,1743,0,1,1,2,3,1,3,7,8,1,4.0,Attchd,1968.0,1.0,2,539,3.0,3.0,3,224,0,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,175000,2445,1743,0,2.5,1,1,0,0,0,0,1,1
299,300,20,RL,80.0,14000,2,0.0,1,4,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3,1.0,1.0,0,1.0,0,1092,1092,GasA,5,Y,SBrkr,1152,0,0,1152,0,1,1,0,3,1,4,6,8,1,4.0,Attchd,1950.0,1.0,1,300,3.0,3.0,3,0,36,0,0,0,0,0.0,5.0,Missing,0,8,2009,WD,Family,158500,2244,1152,36,1.5,1,1,1,0,1,0,1,1
300,301,190,RL,90.0,15750,2,0.0,1,4,4,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3.0,3,2.0,4.0,841,1.0,0,324,1165,GasA,3,Y,SBrkr,1336,0,0,1336,1,0,1,0,2,1,3,5,8,2,4.0,Attchd,1953.0,1.0,1,375,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2006,WD,Normal,157000,2501,1336,0,2.0,1,1,0,0,0,0,1,1
301,302,60,RL,66.0,16226,2,0.0,4,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,6.0,281,1.0,0,747,1028,GasA,5,Y,SBrkr,1210,1242,0,2452,0,0,2,1,4,1,4,9,8,1,3.0,BuiltIn,1998.0,3.0,2,683,3.0,3.0,3,208,50,0,0,0,0,0.0,0.0,Missing,0,5,2007,WD,Normal,267000,3480,2452,50,2.5,1,1,1,0,1,0,1,1
302,303,20,RL,118.0,13704,2,0.0,2,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,4,3,PConc,4.0,3,1.0,1.0,0,1.0,0,1541,1541,GasA,5,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,4,6,8,1,3.0,Attchd,2001.0,2.0,3,843,3.0,3.0,3,468,81,0,0,0,0,0.0,0.0,Missing,0,1,2006,WD,Normal,205000,3082,1541,81,2.0,1,1,1,0,1,1,1,1
303,304,20,RL,70.0,9800,2,0.0,1,4,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3,1.0,5.0,894,1.0,0,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,8,0,0.0,Attchd,1975.0,1.0,2,552,3.0,3.0,3,256,0,0,0,0,0,0.0,3.0,Missing,0,7,2006,WD,Abnorml,149900,1788,894,0,2.0,1,1,0,0,0,0,1,1
304,305,75,RM,87.0,18386,2,0.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,1470,1470,GasA,5,Y,SBrkr,1675,1818,0,3493,0,0,3,0,3,1,4,10,8,1,5.0,Attchd,2003.0,1.0,3,870,3.0,3.0,3,302,0,0,0,0,0,0.0,0.0,Missing,0,5,2008,WD,Normal,295000,4963,3493,0,3.0,1,1,0,0,1,0,1,0
305,306,20,RL,80.0,10386,2,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,4,3,PConc,4.0,3,1.0,6.0,1464,1.0,0,536,2000,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,0,3,1,4,8,8,0,0.0,Attchd,2004.0,3.0,3,888,3.0,3.0,3,168,0,0,0,0,0,0.0,0.0,Missing,0,7,2007,WD,Normal,305900,4000,2000,0,3.0,1,1,0,0,1,1,1,1
306,307,60,RL,116.0,13474,2,0.0,1,4,4,Inside,3,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,4,3,CBlock,4.0,3,1.0,5.0,700,1.0,0,0,700,GasA,4,Y,SBrkr,1122,1121,0,2243,1,0,2,1,4,1,4,8,8,1,3.0,Attchd,1990.0,2.0,3,746,3.0,3.0,3,127,44,224,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,225000,2943,2243,268,3.5,1,1,1,0,1,0,1,1
307,308,50,RM,60.0,7920,2,1.0,2,4,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,3,1.0,1.0,0,1.0,0,319,319,GasA,3,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,2,6,8,0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,1,0,144,0,0,0,0,0.0,4.0,Missing,0,3,2008,WD,Normal,89500,1725,1406,144,1.0,1,0,1,0,1,0,1,0
308,309,30,RL,65.5,12342,2,0.0,2,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3,1.0,4.0,262,1.0,0,599,861,GasA,5,Y,SBrkr,861,0,0,861,0,0,1,0,1,1,3,4,8,0,0.0,Detchd,1961.0,1.0,2,539,3.0,3.0,3,158,0,0,0,0,0,0.0,0.0,Missing,0,3,2009,WD,Normal,82500,1722,861,0,1.0,1,1,0,0,1,0,1,0
309,310,20,RL,90.0,12378,2,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,3,4.0,6.0,1274,1.0,0,622,1896,GasA,5,Y,SBrkr,1944,0,0,1944,1,0,2,0,3,1,5,8,8,3,5.0,Attchd,2003.0,3.0,3,708,3.0,3.0,3,208,175,0,0,0,0,0.0,0.0,Missing,0,11,2006,WD,Normal,360000,3840,1944,175,3.0,1,1,1,0,1,1,1,1
310,311,60,RL,65.0,7685,2,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4.0,3,1.0,5.0,518,1.0,0,179,697,GasA,4,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,4,6,8,1,3.0,Attchd,1993.0,3.0,2,420,3.0,3.0,3,190,63,0,0,0,0,0.0,0.0,Missing,0,5,2006,WD,Normal,165600,2198,1501,63,2.5,1,1,1,0,1,0,1,1
311,312,20,RL,50.0,8000,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3,1.0,5.0,680,1.0,0,292,972,GasA,5,Y,SBrkr,972,0,0,972,1,0,1,0,2,1,3,5,8,1,4.0,Detchd,1948.0,1.0,1,240,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,5,2009,WD,Normal,132000,1944,972,0,2.0,1,1,0,0,1,0,1,1
312,313,190,RM,65.0,7800,2,0.0,1,4,4,Inside,3,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3,2.0,3.0,507,1.0,0,286,793,GasA,3,Y,SBrkr,793,325,0,1118,1,0,1,0,3,1,3,5,8,1,4.0,Detchd,1939.0,1.0,2,410,3.0,3.0,3,0,0,0,0,271,0,0.0,4.0,Missing,0,5,2006,WD,Normal,119900,1911,1118,271,2.0,1,1,1,0,1,0,1,0
313,314,20,RL,150.0,215245,2,0.0,4,1,4,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4.0,3,4.0,5.0,1236,3.0,820,80,2136,GasW,3,Y,SBrkr,2036,0,0,2036,2,0,2,0,3,1,3,8,8,2,4.0,Attchd,1965.0,2.0,2,513,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Normal,375000,4172,2036,0,4.0,1,1,0,0,0,0,1,1
314,315,70,RM,60.0,9600,2,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,4,1.0,2.0,16,1.0,0,712,728,GasA,5,Y,SBrkr,832,809,0,1641,0,1,1,1,3,1,5,6,8,1,4.0,Detchd,1925.0,1.0,2,546,2.0,3.0,3,0,0,234,0,0,0,0.0,0.0,Missing,0,8,2006,WD,Normal,178000,2369,1641,234,2.0,1,1,1,0,1,0,1,0
315,316,60,RL,71.0,7795,2,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,1.0,6.0,425,1.0,0,291,716,GasA,5,Y,SBrkr,716,716,0,1432,1,0,2,1,3,1,4,6,8,1,4.0,Attchd,2004.0,3.0,2,432,3.0,3.0,3,100,51,0,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,188500,2148,1432,51,3.5,1,1,1,0,1,1,1,1
316,317,60,RL,94.0,13005,2,0.0,2,4,4,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4.0,3,1.0,6.0,692,1.0,0,153,845,GasA,3,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,5,10,8,1,3.0,Attchd,1983.0,2.0,2,484,3.0,3.0,3,288,195,0,0,0,0,0.0,5.0,Missing,0,8,2009,WD,Normal,260000,3198,2353,195,3.5,1,1,1,0,0,0,1,1
317,318,60,FV,75.0,9000,2,0.0,1,4,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3,3.0,1.0,0,1.0,0,1088,1088,GasA,5,Y,SBrkr,1088,871,0,1959,0,0,2,1,3,1,4,8,8,1,4.0,Attchd,2006.0,2.0,3,1025,3.0,3.0,3,208,46,0,0,0,0,0.0,0.0,Missing,0,12,2007,WD,Normal,270000,3047,1959,46,2.5,1,1,1,0,0,1,1,1
318,319,60,RL,90.0,9900,2,0.0,1,1,4,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4.0,3,4.0,6.0,987,1.0,0,360,1347,GasA,5,Y,SBrkr,1372,1274,0,2646,1,0,2,1,4,1,4,9,8,1,3.0,Attchd,1993.0,2.0,3,656,3.0,3.0,3,340,60,144,0,0,0,0.0,0.0,Missing,0,4,2009,WD,Normal,260000,3993,2646,204,3.5,1,1,1,0,0,0,1,1
319,320,80,RL,80.0,14115,2,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4.0,3,3.0,6.0,1036,1.0,0,336,1372,GasA,3,Y,SBrkr,1472,0,0,1472,1,0,2,0,3,1,3,6,8,2,3.0,Attchd,1980.0,1.0,2,588,3.0,3.0,3,233,48,0,0,0,0,0.0,0.0,Missing,0,6,2009,WD,Normal,187500,2844,1472,48,3.0,1,1,1,0,0,0,1,1
320,321,60,RL,111.0,16259,2,0.0,1,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5.0,4,3.0,1.0,0,1.0,0,1249,1249,GasA,5,Y,SBrkr,1249,1347,0,2596,0,0,3,1,4,1,4,9,8,0,0.0,Attchd,2006.0,2.0,3,840,3.0,3.0,3,240,154,0,0,0,0,0.0,0.0,Missing,0,9,2006,New,Partial,342643,3845,2596,154,3.5,1,1,1,0,0,1,0,1
321,322,60,RL,99.0,12099,2,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5.0,3,3.0,6.0,970,1.0,0,166,1136,GasA,5,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,4,10,8,1,4.0,BuiltIn,2004.0,3.0,3,872,3.0,3.0,3,184,154,0,0,0,0,0.0,0.0,Missing,0,6,2007,WD,Normal,354000,3604,2468,154,3.5,1,1,1,0,0,1,1,1
322,323,60,RL,86.0,10380,2,0.0,2,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3.0,3,4.0,2.0,28,5.0,1474,0,1502,GasA,5,Y,SBrkr,1553,1177,0,2730,1,0,2,1,4,1,4,8,8,1,3.0,Attchd,1987.0,3.0,2,576,3.0,3.0,3,201,96,0,0,0,0,0.0,4.0,Missing,0,8,2007,WD,Normal,301000,4232,2730,96,3.5,1,1,1,0,1,0,1,1
323,324,20,RM,49.0,5820,2,0.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3,1.0,5.0,256,1.0,0,906,1162,GasA,5,Y,SBrkr,1163,0,0,1163,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1955.0,1.0,1,220,2.0,3.0,3,142,98,0,0,0,0,0.0,0.0,Missing,0,7,2006,WD,Normal,126175,2325,1163,98,2.0,1,1,1,0,1,0,1,1
324,325,80,RL,96.0,11275,2,0.0,1,4,4,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4.0,3,1.0,1.0,0,1.0,0,710,710,GasA,5,Y,SBrkr,1898,1080,0,2978,0,0,2,1,5,1,4,11,8,1,4.0,BuiltIn,1961.0,3.0,2,564,3.0,3.0,3,240,0,0,0,0,0,0.0,0.0,Missing,0,6,2010,WD,Normal,242000,3688,2978,0,2.5,1,1,0,0,1,0,1,1
325,326,45,RM,50.0,5000,2,0.0,1,4,4,Inside,3,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3,3.0,4.0,116,1.0,0,604,720,GasA,1,N,FuseF,803,0,0,803,0,0,1,0,2,1,3,5,8,0,0.0,Detchd,1941.0,1.0,2,360,3.0,3.0,3,0,0,244,0,0,0,0.0,0.0,Missing,0,12,2007,WD,Normal,87000,1523,803,244,1.0,1,1,1,0,1,0,1,0
326,327,120,RL,32.0,10846,2,0.0,2,4,4,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4.0,3,4.0,6.0,1619,1.0,0,100,1719,GasA,5,Y,SBrkr,1719,0,0,1719,2,0,1,1,1,1,4,6,8,2,4.0,Attchd,1993.0,3.0,2,473,3.0,3.0,3,122,30,0,0,0,0,0.0,0.0,Missing,0,5,2008,Con,Normal,324000,3438,1719,30,3.5,1,1,1,0,0,0,1,1
327,328,20,RL,80.0,11600,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3.0,3,1.0,3.0,565,1.0,0,818,1383,GasA,3,Y,SBrkr,1383,0,0,1383,0,0,1,1,3,1,3,7,8,0,0.0,Attchd,1960.0,2.0,1,292,3.0,3.0,3,0,45,0,0,0,0,0.0,0.0,Missing,0,4,2006,WD,Normal,145250,2766,1383,45,1.5,1,1,1,0,0,0,1,1
328,329,75,RL,52.0,11888,2,2.0,2,3,4,Inside,3,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3,1.0,1.0,0,1.0,0,844,844,GasA,4,N,FuseA,1445,689,0,2134,0,0,2,0,5,1,4,10,8,0,0.0,Detchd,1930.0,1.0,2,441,3.0,3.0,3,0,60,268,0,0,0,0.0,0.0,Missing,0,7,2009,WD,Normal,214500,2978,2134,328,2.0,1,1,1,0,1,0,1,0
329,330,70,RM,60.0,6402,2,0.0,1,4,4,Corner,3,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3.0,3,2.0,1.0,0,1.0,0,596,596,GasA,3,N,SBrkr,596,596,0,1192,0,0,1,0,3,1,3,6,8,0,0.0,Detchd,1920.0,1.0,1,189,2.0,2.0,1,0,0,137,0,0,0,0.0,3.0,Missing,0,7,2009,WD,Normal,78000,1788,1192,137,1.0,1,1,1,0,1,0,1,0
330,331,90,RL,73.0,10624,2,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3.0,3,1.0,6.0,40,3.0,264,1424,1728,GasA,3,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,3,10,8,0,0.0,Detchd,2002.0,1.0,1,352,3.0,3.0,3,155,0,0,0,0,0,0.0,0.0,Missing,0,11,2007,WD,Normal,119000,3456,1728,0,2.5,1,1,0,0,0,0,1,1
331,332,20,RL,70.0,8176,2,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3,1.0,3.0,846,1.0,0,210,1056,GasA,2,Y,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,8,0,0.0,Attchd,1958.0,2.0,1,308,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,8,2007,WD,Normal,139000,2112,1056,0,2.0,1,1,0,0,1,0,1,1
332,333,20,RL,85.0,10655,2,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4.0,3,1.0,6.0,1124,0.0,479,1603,3206,GasA,5,Y,SBrkr,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,4.0,Attchd,2003.0,2.0,3,880,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,Missing,0,10,2009,WD,Normal,284000,4835,1629,0,3.0,1,1,0,0,1,1,1,1
333,334,120,RM,59.0,8198,2,0.0,1,4,4,FR3,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4.0,3,3.0,6.0,720,1.0,0,638,1358,GasA,5,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,4.0,Attchd,2004.0,2.0,2,484,3.0,3.0,3,192,30,0,0,0,0,0.0,0.0,Missing,0,7,2008,WD,Normal,207000,2716,1358,30,3.0,1,1,1,0,0,1,1,1
334,335,60,RL,59.0,9042,2,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3,4.0,6.0,828,1.0,0,115,943,GasA,4,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,3,7,8,2,3.0,Attchd,1998.0,3.0,2,472,3.0,3.0,3,100,38,0,0,0,0,0.0,0.0,Missing,0,7,2008,WD,Normal,192000,2581,1638,38,3.5,1,1,1,0,0,0,1,1
335,336,190,RL,85.0,164660,1,0.0,2,2,4,Corner,1,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3,4.0,5.0,1249,4.0,147,103,1499,GasA,5,Y,SBrkr,1619,167,0,1786,2,0,2,0,3,1,3,7,8,2,4.0,Attchd,1965.0,3.0,2,529,3.0,3.0,3,670,0,0,0,0,0,0.0,0.0,Shed,700,8,2008,WD,Normal,228950,3285,1786,0,4.0,1,1,0,0,0,0,1,1
